Day,Time,Sensor id,Installation id,DAQI,PM10 [ug/m3],PM10 [% of WHO guideline],PM2.5 [ug/m3],PM2.5 [% of WHO guideline],PM1 [ug/m3],NO2 [ug/m3],NO2 [% of WHO guideline],NO [ug/m3],O3 [ug/m3],O3 [% of WHO guideline],CO [ug/m3],CO [% of WHO guideline],SO2 [ug/m3],SO2 [% of WHO guideline],H2S [ug/m3],Temperature [Â°C],Wind speed [km/h],Wind bearing,Pressure [hPa],Humidity [%]
Tuesday,17:00:00,14901,118908.0,3.0,32.0,71.1,23.3,155.2,22.4,,,,,,,,,,,12.8,9.4,200.5,1021.8,78.7
Tuesday,18:00:00,14558,118907.0,6.8,64.4,143.1,50.8,338.5,46.8,,,,,,,,,,,12.7,7.9,224.5,1023.2,82.3
Tuesday,18:00:00,14878,118912.0,18.0,127.6,283.6,118.6,790.9,115.6,,,,,,,,,,,12.2,7.9,224.5,1022.6,82.1
Tuesday,18:00:00,14882,118909.0,8.9,76.7,170.5,64.8,431.8,59.7,,,,,,,,,,,12.2,7.9,224.5,1022.6,83.7
Tuesday,18:00:00,14901,118908.0,3.4,39.0,86.6,28.5,190.1,27.4,,,,,,,,,,,12.1,8.7,218.8,1022.3,81.3
Tuesday,19:00:00,14558,118907.0,8.5,74.7,166.0,60.9,406.3,55.9,,,,,,,,,,,12.0,7.6,222.4,1023.6,84.7
Tuesday,19:00:00,14878,118912.0,20.8,146.3,325.1,135.2,901.4,124.2,,,,,,,,,,,11.7,7.6,222.8,1023.0,84.0
Tuesday,19:00:00,14882,118909.0,11.3,89.6,199.1,78.2,521.3,70.5,,,,,,,,,,,11.7,7.6,222.9,1023.1,85.9
Tuesday,19:00:00,14901,118908.0,4.6,47.5,105.5,36.4,243.0,35.2,,,,,,,,,,,11.5,8.4,215.3,1022.8,83.5
Tuesday,20:00:00,14558,118907.0,8.5,74.5,165.6,61.1,407.0,56.5,,,,,,,,,,,11.6,7.4,214.9,1023.8,86.4
Tuesday,20:00:00,14878,118912.0,14.7,109.5,243.3,99.3,661.7,94.2,,,,,,,,,,,11.2,7.4,215.9,1023.3,85.8
Tuesday,20:00:00,14882,118909.0,10.0,82.5,183.3,71.1,474.2,65.1,,,,,,,,,,,11.2,7.4,215.0,1023.3,87.3
Tuesday,20:00:00,14901,118908.0,5.8,54.8,121.8,43.7,291.4,42.5,,,,,,,,,,,11.0,7.9,205.1,1023.0,85.4
Tuesday,21:00:00,14558,118907.0,7.0,64.5,143.4,51.2,341.0,46.5,,,,,,,,,,,11.4,7.4,204.9,1024.0,87.3
Tuesday,21:00:00,14878,118912.0,16.7,119.5,265.5,110.0,733.4,103.3,,,,,,,,,,,10.9,7.4,205.7,1023.4,87.2
Tuesday,21:00:00,14882,118909.0,7.9,69.2,153.7,57.8,385.4,52.3,,,,,,,,,,,11.0,7.4,205.6,1023.5,87.9
Tuesday,21:00:00,14901,118908.0,4.4,44.4,98.6,34.1,227.0,32.9,,,,,,,,,,,10.7,7.9,193.7,1023.1,86.4
Tuesday,22:00:00,14558,118907.0,5.1,50.1,111.3,37.9,252.4,33.8,,,,,,,,,,,10.8,7.6,204.6,1024.1,88.0
Tuesday,22:00:00,14878,118912.0,8.0,68.5,152.1,57.9,385.7,54.8,,,,,,,,,,,10.3,7.6,204.7,1023.6,88.3
Tuesday,22:00:00,14882,118909.0,5.0,50.0,111.2,39.4,262.5,35.7,,,,,,,,,,,10.5,7.6,204.7,1023.6,88.5
Tuesday,22:00:00,14901,118908.0,3.3,35.5,78.8,25.9,172.5,24.8,,,,,,,,,,,10.2,8.1,192.2,1023.2,87.3
Tuesday,23:00:00,14558,118907.0,4.2,40.9,90.8,29.7,198.2,25.1,,,,,,,,,,,9.8,7.7,210.1,1024.3,89.5
Tuesday,23:00:00,14878,118912.0,3.4,35.6,79.1,26.2,174.8,25.1,,,,,,,,,,,9.7,7.7,209.6,1023.8,90.0
Tuesday,23:00:00,14882,118909.0,4.1,39.5,87.9,30.5,203.2,27.2,,,,,,,,,,,9.7,7.7,209.7,1023.8,89.9
Tuesday,23:00:00,14901,118908.0,2.6,26.6,59.2,18.6,124.0,17.9,,,,,,,,,,,9.6,8.3,197.8,1023.4,88.6
Wednesday,00:00:00,14558,118907.0,4.0,37.9,84.1,26.9,179.6,22.4,,,,,,,,,,,9.5,7.8,212.9,1024.3,90.8
Wednesday,00:00:00,14878,118912.0,2.9,29.2,65.0,20.5,136.5,19.8,,,,,,,,,,,9.4,7.8,213.0,1023.8,91.2
Wednesday,00:00:00,14882,118909.0,3.9,35.3,78.5,26.3,175.5,23.4,,,,,,,,,,,9.4,7.8,212.9,1023.8,91.1
Wednesday,00:00:00,14901,118908.0,2.5,23.9,53.1,16.4,109.0,16.0,,,,,,,,,,,9.2,8.6,201.9,1023.4,90.1
Wednesday,01:00:00,14558,118907.0,3.9,35.0,77.7,23.8,158.6,18.4,,,,,,,,,,,9.1,8.2,204.0,1024.2,91.4
Wednesday,01:00:00,14878,118912.0,2.6,24.4,54.3,16.2,108.0,15.3,,,,,,,,,,,9.1,8.1,204.1,1023.7,91.6
Wednesday,01:00:00,14882,118909.0,3.3,29.2,65.0,20.4,135.8,17.1,,,,,,,,,,,9.0,8.1,203.1,1023.8,91.7
Wednesday,01:00:00,14901,118908.0,2.2,19.2,42.6,11.8,79.0,11.4,,,,,,,,,,,8.0,10.1,167.3,1022.4,89.7
Wednesday,02:00:00,14558,118907.0,4.4,39.3,87.3,25.9,172.8,18.6,,,,,,,,,,,8.8,8.5,206.2,1024.0,92.0
Wednesday,02:00:00,14878,118912.0,2.4,21.8,48.5,13.7,91.3,12.7,,,,,,,,,,,8.8,8.6,206.3,1023.5,92.0
Wednesday,02:00:00,14882,118909.0,3.4,29.8,66.1,20.0,133.3,15.9,,,,,,,,,,,8.7,8.6,206.4,1023.6,92.2
Wednesday,02:00:00,14901,118908.0,2.1,17.3,38.4,9.9,66.3,9.5,,,,,,,,,,,7.8,10.6,166.2,1022.1,90.0
Wednesday,03:00:00,14558,118907.0,4.5,40.3,89.6,26.1,173.9,18.2,,,,,,,,,,,8.6,8.5,207.5,1023.8,92.8
Wednesday,03:00:00,14878,118912.0,2.3,21.2,47.2,13.2,87.7,12.2,,,,,,,,,,,8.7,8.5,207.4,1023.4,92.8
Wednesday,03:00:00,14882,118909.0,3.4,29.4,65.4,19.4,129.3,15.1,,,,,,,,,,,8.5,8.5,207.5,1023.4,93.0
Wednesday,03:00:00,14901,118908.0,2.0,16.8,37.3,9.4,62.5,8.9,,,,,,,,,,,7.7,10.7,165.6,1021.7,90.8
Wednesday,04:00:00,14558,118907.0,4.5,41.2,91.6,26.9,179.4,19.0,,,,,,,,,,,8.8,7.8,183.7,1023.7,92.9
Wednesday,04:00:00,14878,118912.0,2.3,20.7,45.9,12.7,84.7,11.7,,,,,,,,,,,8.8,7.8,182.5,1023.3,92.9
Wednesday,04:00:00,14882,118909.0,3.4,29.8,66.3,19.8,132.0,15.5,,,,,,,,,,,8.6,7.8,183.7,1023.3,93.1
Wednesday,04:00:00,14901,118908.0,2.1,17.4,38.6,9.9,65.9,9.2,,,,,,,,,,,7.8,9.8,168.1,1021.5,90.8
Wednesday,05:00:00,14558,118907.0,4.8,44.4,98.7,29.3,195.6,20.5,,,,,,,,,,,9.0,6.8,189.1,1023.8,92.7
Wednesday,05:00:00,14878,118912.0,2.3,21.1,46.8,13.0,86.9,11.9,,,,,,,,,,,8.8,6.9,189.0,1023.3,92.9
Wednesday,05:00:00,14882,118909.0,3.7,32.9,73.1,22.2,148.1,17.1,,,,,,,,,,,8.7,6.9,189.1,1023.4,93.0
Wednesday,05:00:00,14901,118908.0,2.1,17.8,39.6,10.2,68.1,9.3,,,,,,,,,,,8.1,8.3,172.2,1021.4,90.6
Wednesday,06:00:00,14558,118907.0,4.9,44.8,99.5,29.7,198.3,20.7,,,,,,,,,,,9.2,6.4,196.5,1023.9,92.4
Wednesday,06:00:00,14878,118912.0,2.3,21.0,46.7,12.9,85.7,11.7,,,,,,,,,,,9.0,6.4,196.4,1023.4,92.7
Wednesday,06:00:00,14882,118909.0,3.9,34.5,76.7,23.8,158.6,18.1,,,,,,,,,,,8.8,6.4,196.5,1023.5,93.0
Wednesday,06:00:00,14901,118908.0,2.1,17.9,39.7,10.0,66.8,9.0,,,,,,,,,,,8.2,7.4,184.6,1021.4,90.3
Wednesday,07:00:00,14558,118907.0,4.7,45.1,100.1,31.5,209.8,24.2,,,,,,,,,,,9.5,7.1,204.1,1024.3,91.3
Wednesday,07:00:00,14878,118912.0,2.7,25.7,57.1,17.3,115.6,16.6,,,,,,,,,,,9.2,7.1,203.6,1023.8,91.6
Wednesday,07:00:00,14882,118909.0,3.6,34.0,75.5,24.1,160.5,19.8,,,,,,,,,,,9.1,7.1,204.1,1023.8,91.8
Wednesday,07:00:00,14901,118908.0,2.3,22.1,49.0,14.2,95.0,13.2,,,,,,,,,,,8.6,8.5,194.9,1021.6,89.2
Wednesday,08:00:00,14558,118907.0,4.4,45.2,100.4,32.5,216.5,27.6,,,,,,,,,,,9.9,7.7,210.7,1024.8,90.5
Wednesday,08:00:00,14878,118912.0,2.3,21.6,48.1,13.8,91.9,12.9,,,,,,,,,,,9.5,7.7,210.7,1024.3,90.5
Wednesday,08:00:00,14882,118909.0,6.1,54.8,121.8,43.3,288.7,37.3,,,,,,,,,,,9.5,7.7,210.8,1024.3,90.9
Wednesday,08:00:00,14901,118908.0,2.5,24.3,53.9,16.3,108.8,15.4,,,,,,,,,,,8.8,9.2,201.3,1022.0,88.5
Wednesday,09:00:00,14558,118907.0,3.2,35.2,78.2,24.4,162.8,22.1,,,,,,,,,,,10.4,8.2,214.7,1025.1,88.8
Wednesday,09:00:00,14878,118912.0,2.9,31.0,68.8,22.3,148.6,22.7,,,,,,,,,,,10.1,8.2,214.4,1024.6,89.2
Wednesday,09:00:00,14882,118909.0,3.5,38.5,85.6,27.8,185.7,25.6,,,,,,,,,,,9.9,8.2,214.7,1024.7,89.5
Wednesday,09:00:00,14901,118908.0,2.4,22.6,50.1,14.9,99.6,14.1,,,,,,,,,,,9.3,10.0,205.6,1022.4,87.4
Wednesday,10:00:00,14558,118907.0,3.9,42.5,94.4,30.7,204.6,27.1,,,,,,,,,,,11.3,8.9,216.7,1025.4,85.7
Wednesday,10:00:00,14878,118912.0,4.1,39.3,87.4,30.5,203.2,30.5,,,,,,,,,,,10.9,8.8,216.7,1024.8,86.7
Wednesday,10:00:00,14882,118909.0,4.6,47.7,106.0,36.7,244.6,33.2,,,,,,,,,,,10.9,8.8,216.6,1024.8,86.5
Wednesday,10:00:00,14901,118908.0,2.7,27.7,61.7,19.4,129.5,18.6,,,,,,,,,,,10.0,10.8,210.5,1022.6,85.2
Wednesday,11:00:00,14558,118907.0,5.5,53.8,119.6,41.0,273.6,36.3,,,,,,,,,,,12.8,9.5,163.7,1025.3,82.2
Wednesday,11:00:00,14878,118912.0,10.2,82.0,182.2,71.3,475.0,62.1,,,,,,,,,,,12.1,9.5,164.1,1024.8,83.0
Wednesday,11:00:00,14882,118909.0,5.7,55.2,122.7,44.5,296.3,39.7,,,,,,,,,,,12.2,9.5,163.8,1024.8,83.0
Wednesday,11:00:00,14901,118908.0,3.0,32.7,72.7,24.0,160.0,23.9,,,,,,,,,,,11.3,11.7,213.9,1022.6,82.0
Wednesday,12:00:00,14558,118907.0,9.7,82.0,182.3,69.2,461.5,66.9,,,,,,,,,,,13.8,10.2,165.6,1025.4,80.1
Wednesday,12:00:00,14878,118912.0,23.5,155.3,345.2,151.2,1007.8,158.0,,,,,,,,,,,13.1,10.1,165.6,1024.8,80.8
Wednesday,12:00:00,14882,118909.0,11.0,85.5,190.1,76.9,512.5,77.0,,,,,,,,,,,13.0,10.2,165.5,1024.8,81.3
Wednesday,12:00:00,14901,118908.0,8.5,70.2,156.0,61.1,407.4,64.9,,,,,,,,,,,12.3,12.5,215.6,1022.7,79.4
Wednesday,13:00:00,14558,118907.0,10.7,87.2,193.8,74.9,499.4,74.1,,,,,,,,,,,14.3,10.4,168.4,1025.3,78.2
Wednesday,13:00:00,14878,118912.0,16.8,118.2,262.7,111.5,743.5,114.2,,,,,,,,,,,13.7,10.4,168.7,1024.7,78.0
Wednesday,13:00:00,14882,118909.0,10.8,83.9,186.4,75.7,504.8,75.1,,,,,,,,,,,13.6,10.4,168.7,1024.8,79.4
Wednesday,13:00:00,14901,118908.0,9.3,75.7,168.2,66.5,443.6,70.9,,,,,,,,,,,12.9,12.7,214.5,1022.8,77.7
Wednesday,14:00:00,14558,118907.0,8.5,72.7,161.5,61.1,407.7,59.3,,,,,,,,,,,14.5,10.3,169.1,1025.3,76.6
Wednesday,14:00:00,14878,118912.0,13.3,99.7,221.6,90.3,602.2,86.8,,,,,,,,,,,13.9,10.3,168.9,1024.7,76.6
Wednesday,14:00:00,14882,118909.0,8.7,71.0,157.8,62.6,417.2,60.3,,,,,,,,,,,13.8,10.3,169.0,1024.7,77.8
Wednesday,14:00:00,14901,118908.0,10.5,80.2,178.3,72.6,484.2,76.9,,,,,,,,,,,13.0,12.5,211.4,1022.7,75.9
Wednesday,15:00:00,14558,118907.0,5.1,51.1,113.6,40.5,270.2,39.2,,,,,,,,,,,14.5,9.6,220.1,1025.4,76.1
Wednesday,15:00:00,14878,118912.0,9.3,74.9,166.4,66.0,440.0,65.6,,,,,,,,,,,13.8,9.6,220.2,1024.8,76.0
Wednesday,15:00:00,14882,118909.0,5.9,56.3,125.2,46.1,307.1,43.5,,,,,,,,,,,13.8,9.6,220.2,1024.8,77.1
Wednesday,15:00:00,14901,118908.0,4.1,43.4,96.5,33.5,223.2,33.9,,,,,,,,,,,13.0,11.5,279.0,1022.8,75.5
Wednesday,16:00:00,14558,118907.0,4.4,46.3,103.0,35.7,237.7,34.3,,,,,,,,,,,14.1,8.8,216.6,1025.6,77.2
Wednesday,16:00:00,14878,118912.0,11.0,85.5,190.0,76.7,511.3,76.5,,,,,,,,,,,13.5,8.9,217.1,1025.0,76.9
Wednesday,16:00:00,14882,118909.0,5.3,52.6,117.0,42.2,281.4,40.2,,,,,,,,,,,13.4,8.7,215.9,1025.0,78.5
Wednesday,16:00:00,14901,118908.0,4.5,43.6,97.0,35.0,233.1,35.8,,,,,,,,,,,12.6,10.5,273.8,1022.9,76.3
Wednesday,17:00:00,14558,118907.0,6.4,58.3,129.5,48.2,321.6,50.0,,,,,,,,,,,13.6,8.1,209.1,1025.7,79.5
Wednesday,17:00:00,14878,118912.0,19.1,133.4,296.4,124.9,832.6,121.0,,,,,,,,,,,12.9,8.2,209.7,1025.1,79.2
Wednesday,17:00:00,14882,118909.0,7.8,67.4,149.7,57.6,384.2,58.3,,,,,,,,,,,12.9,8.2,209.4,1025.1,80.6
Wednesday,17:00:00,14901,118908.0,5.5,49.7,110.4,41.2,274.5,43.4,,,,,,,,,,,12.1,9.8,265.7,1023.1,78.1
Wednesday,18:00:00,14558,118907.0,6.7,60.9,135.3,50.7,337.8,51.2,,,,,,,,,,,13.0,8.1,203.6,1025.9,82.0
Wednesday,18:00:00,14878,118912.0,25.4,171.0,380.0,162.8,1085.0,153.5,,,,,,,,,,,12.4,8.1,203.9,1025.3,81.6
Wednesday,18:00:00,14882,118909.0,8.9,74.2,164.9,64.5,429.9,62.6,,,,,,,,,,,12.4,8.1,203.9,1025.3,83.2
Wednesday,18:00:00,14901,118908.0,5.9,55.1,122.4,45.1,301.0,46.9,,,,,,,,,,,11.5,9.6,258.3,1023.2,80.5
Wednesday,19:00:00,14558,118907.0,9.1,76.1,169.1,65.2,434.8,63.7,,,,,,,,,,,12.5,8.1,199.7,1025.9,84.3
Wednesday,19:00:00,14878,118912.0,26.9,179.7,399.4,171.7,1145.0,163.0,,,,,,,,,,,12.0,8.2,199.8,1025.3,83.4
Wednesday,19:00:00,14882,118909.0,12.5,95.2,211.5,85.6,570.3,80.2,,,,,,,,,,,11.9,8.1,199.7,1025.3,85.6
Wednesday,19:00:00,14901,118908.0,5.4,54.4,120.9,43.4,289.4,43.9,,,,,,,,,,,10.9,9.6,252.1,1023.3,82.3
Wednesday,20:00:00,14558,118907.0,10.7,86.1,191.4,75.0,499.8,72.2,,,,,,,,,,,11.9,8.1,198.0,1025.8,86.6
Wednesday,20:00:00,14878,118912.0,22.1,149.5,332.1,143.2,954.6,142.3,,,,,,,,,,,11.4,8.1,198.0,1025.2,85.1
Wednesday,20:00:00,14882,118909.0,13.3,99.8,221.7,90.7,604.6,84.1,,,,,,,,,,,11.3,8.0,198.0,1025.3,87.8
Wednesday,20:00:00,14901,118908.0,8.0,70.4,156.5,59.3,395.2,60.5,,,,,,,,,,,10.3,9.4,247.4,1023.2,84.8
Wednesday,21:00:00,14558,118907.0,8.4,73.3,162.8,61.7,411.3,59.5,,,,,,,,,,,11.3,8.0,196.5,1025.8,87.6
Wednesday,21:00:00,14878,118912.0,19.6,134.6,299.2,127.9,852.5,127.3,,,,,,,,,,,11.0,8.0,196.5,1025.2,86.8
Wednesday,21:00:00,14882,118909.0,11.0,86.3,191.7,76.9,512.8,71.5,,,,,,,,,,,10.9,8.1,196.4,1025.2,88.7
Wednesday,21:00:00,14901,118908.0,6.4,61.8,137.4,49.7,331.2,49.2,,,,,,,,,,,9.8,9.3,244.5,1023.0,86.0
Wednesday,22:00:00,14558,118907.0,5.0,49.7,110.4,39.0,259.8,37.8,,,,,,,,,,,10.8,8.0,194.4,1025.6,88.3
Wednesday,22:00:00,14878,118912.0,10.2,80.1,178.0,71.4,476.3,71.0,,,,,,,,,,,10.5,8.0,194.5,1025.0,88.3
Wednesday,22:00:00,14882,118909.0,5.9,55.2,122.7,45.2,301.1,43.0,,,,,,,,,,,10.4,8.0,194.6,1025.1,88.8
Wednesday,22:00:00,14901,118908.0,4.3,44.8,99.5,34.4,229.2,33.2,,,,,,,,,,,9.3,9.4,241.3,1022.7,87.2
Wednesday,23:00:00,14558,118907.0,3.2,36.2,80.5,26.0,173.4,24.9,,,,,,,,,,,10.4,7.9,193.8,1025.3,89.4
Wednesday,23:00:00,14878,118912.0,3.1,33.5,74.5,24.6,164.2,24.6,,,,,,,,,,,10.2,7.9,193.6,1024.8,89.7
Wednesday,23:00:00,14882,118909.0,3.4,36.4,80.8,26.8,178.6,25.8,,,,,,,,,,,10.0,7.9,193.7,1024.8,89.8
Wednesday,23:00:00,14901,118908.0,3.3,35.9,79.8,25.7,171.2,24.3,,,,,,,,,,,9.0,9.4,238.8,1022.5,88.2
Thursday,00:00:00,14558,118907.0,2.9,31.2,69.4,22.6,150.6,21.0,,,,,,,,,,,10.5,5.7,178.6,1029.3,91.9
Thursday,00:00:00,14878,118912.0,2.7,26.9,59.7,19.1,127.5,18.6,,,,,,,,,,,10.4,5.7,179.3,1028.8,91.6
Thursday,00:00:00,14882,118909.0,2.9,30.1,66.8,22.2,148.2,21.1,,,,,,,,,,,10.2,5.7,178.7,1028.8,92.4
Thursday,00:00:00,14901,118908.0,3.1,34.5,76.6,24.8,165.2,23.5,,,,,,,,,,,9.2,6.7,244.8,1027.7,90.7
Thursday,01:00:00,14558,118907.0,2.6,25.5,56.7,17.9,119.0,16.4,,,,,,,,,,,9.9,5.9,174.6,1029.0,93.0
Thursday,01:00:00,14878,118912.0,2.6,25.4,56.4,17.5,116.5,16.7,,,,,,,,,,,9.8,5.9,174.5,1028.5,92.8
Thursday,01:00:00,14882,118909.0,2.6,25.7,57.1,18.0,119.7,17.0,,,,,,,,,,,9.8,5.9,174.6,1028.5,93.4
Thursday,01:00:00,14901,118908.0,2.8,28.4,63.0,20.3,135.6,19.5,,,,,,,,,,,8.8,6.7,248.4,1027.3,91.5
Thursday,02:00:00,14558,118907.0,2.6,26.4,58.7,17.8,118.4,15.9,,,,,,,,,,,8.9,5.6,182.4,1025.3,92.2
Thursday,02:00:00,14878,118912.0,2.4,23.5,52.2,15.8,105.2,15.0,,,,,,,,,,,8.7,5.6,182.4,1024.8,92.2
Thursday,02:00:00,14882,118909.0,2.5,23.5,52.3,16.0,106.8,15.3,,,,,,,,,,,8.5,5.6,182.4,1024.8,92.7
Thursday,02:00:00,14901,118908.0,2.7,26.8,59.6,18.1,120.7,16.8,,,,,,,,,,,7.3,6.2,243.1,1022.3,90.4
Thursday,03:00:00,14558,118907.0,2.5,24.1,53.5,16.4,109.0,14.8,,,,,,,,,,,8.8,5.2,182.2,1024.9,92.3
Thursday,03:00:00,14878,118912.0,2.5,23.8,53.0,15.9,106.2,15.0,,,,,,,,,,,8.7,5.3,183.7,1024.4,92.4
Thursday,03:00:00,14882,118909.0,2.5,23.4,52.1,15.8,105.4,14.8,,,,,,,,,,,8.5,5.3,183.5,1024.4,92.8
Thursday,03:00:00,14901,118908.0,2.6,24.8,55.2,16.9,112.5,15.9,,,,,,,,,,,7.3,5.8,245.5,1021.8,90.3
Thursday,04:00:00,14558,118907.0,2.4,23.5,52.3,16.0,106.5,14.3,,,,,,,,,,,8.8,4.9,180.1,1024.6,92.4
Thursday,04:00:00,14878,118912.0,2.5,24.2,53.8,16.3,108.4,15.1,,,,,,,,,,,8.6,5.0,182.6,1024.1,92.5
Thursday,04:00:00,14882,118909.0,2.4,23.2,51.6,15.5,103.6,14.3,,,,,,,,,,,8.4,5.0,181.4,1024.1,93.0
Thursday,04:00:00,14901,118908.0,2.5,23.5,52.1,15.8,105.2,14.9,,,,,,,,,,,7.2,5.3,241.5,1021.5,90.7
Thursday,05:00:00,14558,118907.0,2.4,23.6,52.4,15.8,105.2,14.0,,,,,,,,,,,8.7,4.9,174.8,1024.3,92.4
Thursday,05:00:00,14878,118912.0,2.6,25.6,56.8,17.3,115.4,16.0,,,,,,,,,,,8.7,4.9,174.6,1023.8,92.5
Thursday,05:00:00,14882,118909.0,2.5,23.5,52.2,15.7,104.7,14.2,,,,,,,,,,,8.4,4.9,172.8,1023.8,92.9
Thursday,05:00:00,14901,118908.0,2.4,23.1,51.3,15.4,102.5,14.4,,,,,,,,,,,7.1,5.1,227.3,1021.1,90.7
Thursday,06:00:00,14558,118907.0,2.5,23.8,52.9,15.8,105.6,13.8,,,,,,,,,,,8.7,5.0,172.7,1024.1,92.1
Thursday,06:00:00,14878,118912.0,2.7,26.9,59.8,18.7,124.7,17.6,,,,,,,,,,,8.8,5.2,168.1,1023.6,92.2
Thursday,06:00:00,14882,118909.0,2.5,23.7,52.8,16.0,106.6,14.5,,,,,,,,,,,8.4,5.0,172.4,1023.6,92.7
Thursday,06:00:00,14901,118908.0,2.4,22.9,50.9,15.1,100.5,14.2,,,,,,,,,,,7.1,5.3,225.4,1020.8,90.4
Thursday,07:00:00,14558,118907.0,2.9,31.5,70.1,22.2,147.9,20.5,,,,,,,,,,,9.0,5.4,173.6,1024.1,91.5
Thursday,07:00:00,14878,118912.0,2.9,30.8,68.5,22.4,149.4,21.7,,,,,,,,,,,9.0,5.6,171.9,1023.5,91.6
Thursday,07:00:00,14882,118909.0,3.0,31.3,69.5,23.0,153.2,21.4,,,,,,,,,,,8.6,5.4,174.5,1023.6,92.3
Thursday,07:00:00,14901,118908.0,2.6,25.6,56.9,17.3,115.3,16.3,,,,,,,,,,,7.3,5.7,226.6,1020.8,90.0
Thursday,08:00:00,14558,118907.0,3.6,41.4,92.1,30.2,201.3,27.8,,,,,,,,,,,9.5,5.7,186.0,1024.0,90.7
Thursday,08:00:00,14878,118912.0,3.7,37.2,82.6,28.7,191.1,28.2,,,,,,,,,,,9.3,5.7,185.5,1023.5,91.2
Thursday,08:00:00,14882,118909.0,4.3,45.5,101.2,34.9,232.8,31.9,,,,,,,,,,,9.1,5.7,185.7,1023.6,91.4
Thursday,08:00:00,14901,118908.0,2.8,29.9,66.4,20.9,139.4,20.0,,,,,,,,,,,7.7,6.3,230.9,1020.7,89.4
Thursday,09:00:00,14558,118907.0,3.2,36.7,81.5,26.0,173.2,24.3,,,,,,,,,,,10.1,6.2,77.0,1024.0,89.2
Thursday,09:00:00,14878,118912.0,3.2,33.8,75.0,24.7,164.5,23.9,,,,,,,,,,,9.9,6.2,76.5,1023.5,89.7
Thursday,09:00:00,14882,118909.0,3.5,38.4,85.4,28.2,187.7,26.2,,,,,,,,,,,9.7,6.2,77.1,1023.5,89.9
Thursday,09:00:00,14901,118908.0,2.9,30.2,67.0,21.2,141.5,20.2,,,,,,,,,,,8.3,6.9,58.1,1020.6,88.3
Thursday,10:00:00,14558,118907.0,3.7,39.7,88.2,29.0,193.6,27.2,,,,,,,,,,,11.1,7.3,86.5,1023.9,86.3
Thursday,10:00:00,14878,118912.0,4.0,42.0,93.3,31.9,212.9,31.5,,,,,,,,,,,10.9,7.2,85.9,1023.4,87.1
Thursday,10:00:00,14882,118909.0,3.9,42.1,93.5,31.3,208.5,29.1,,,,,,,,,,,10.7,7.3,86.8,1023.4,87.0
Thursday,10:00:00,14901,118908.0,2.8,29.3,65.1,20.2,134.8,19.4,,,,,,,,,,,9.3,7.8,64.4,1020.5,85.6
Thursday,11:00:00,14558,118907.0,3.5,39.7,88.1,28.7,191.5,27.2,,,,,,,,,,,12.7,8.2,95.9,1023.5,81.5
Thursday,11:00:00,14878,118912.0,7.1,61.8,137.3,52.1,347.4,50.2,,,,,,,,,,,12.3,8.2,95.8,1023.0,82.4
Thursday,11:00:00,14882,118909.0,4.0,42.7,94.9,32.4,216.2,29.8,,,,,,,,,,,12.2,8.3,96.0,1023.0,82.1
